transaction_id,merchant_raw,amount,currency,timestamp,channel,location,mcc_code,l1,l1_id,l2,l2_id,l3,l3_id
TXN_20241122_007523,RENTAL PAYMENT * 24UXALFZ,879.06,GBP,2025-05-19T20:14:23.754425,online,Online,6513,Housing,HSG,Housing - Rent,HSG-RNT,Housing - Rent - Monthly,HSG-RNT-MNT
TXN_20241122_004641,LICENSE,471.72,USD,2025-06-11T18:44:58.754425,online,,5734,Technology,TEC,Technology - Software,TEC-SFT,Technology - Software - License,TEC-SFT-LIC
TXN_20241122_011407,AMAZON,110.35,USD,2025-07-08T05:20:31.754425,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Amazon,SHP-ONL-AMZ
TXN_20241122_039593,STARBUCKS LLC,57.74,USD,2025-01-30T19:42:44.754425,online,,5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Starbucks,DIN-COF-STB
TXN_20241122_025184,TARGET LLC,325.31,USD,2025-02-07T18:31:27.754425,mobile,"Ahmedabad, GJ",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Supermarket,SHP-GRO-SUP
TXN_20241122_014903,BURGER KING * CTR4B53E,12.93,USD,2025-04-07T06:50:55.754425,pos,"New York, NY",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Burgers,DIN-FST-BRG
TXN_20241122_032932,ELECTRICITY,203.51,EUR,2025-07-29T21:37:53.754425,atm,"Los Angeles, CA",4900,Utilities,UTL,Utilities - Electric,UTL-ELC,Utilities - Electric - Bill,UTL-ELC-BIL
TXN_20241122_037920,HEALTH INSURANCE,140.0,INR,2025-06-23T11:58:00.754425,online,Internet,6300,Healthcare,HLT,Healthcare - Insurance,HLT-INS,Healthcare - Insurance - Premium,HLT-INS-PRM
TXN_20241122_001321,DOCTOR 550,133.46,USD,2025-03-15T16:10:53.754425,atm,"Bangalore, KA",8011,Healthcare,HLT,Healthcare - Hospital,HLT-HOS,Healthcare - Hospital - Consultation,HLT-HOS-CON
TXN_20241122_026993,OTHER * 72AM2STV,107.01,USD,2025-06-12T18:55:47.754425,online,,,Miscellaneous,MSC,Miscellaneous - Uncategorized,MSC-UNC,Miscellaneous - Uncategorized - Other,MSC-UNC-OTH
TXN_20241122_008599,RESTAURANT #6800,79.06,EUR,2024-12-05T18:34:08.754425,pos,"Phoenix, AZ",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Fine Dining,DIN-RES-FIN
TXN_20241122_033242,HAIRCUT MA #7600,80.94,USD,2025-04-25T09:16:09.754425,atm,"Mumbai, MH",7230,Personal Care,PER,Personal Care - Salon,PER-SAL,Personal Care - Salon - Haircut,PER-SAL-HAR
TXN_20241122_017274,H&M NY 387843,212.68,GBP,2025-01-16T20:33:12.754425,pos,"Ahmedabad, GJ",5651,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Clothing,SHP-RET-CLO
TXN_20241122_024634,CHARITY #2083,108.42,USD,2025-04-18T09:01:24.754425,atm,"Hyderabad, TG",8398,Charitable,CHR,Charitable - Donations,CHR-DON,Charitable - Donations - NGO,CHR-DON-NGO
TXN_20241122_030993,MEDPLUS FL #4318 50463,117.58,USD,2025-09-12T13:20:30.754425,online,,5912,Healthcare,HLT,Healthcare - Pharmacy,HLT-PHR,Healthcare - Pharmacy - Medicine,HLT-PHR-MED
TXN_20241122_041074,AUTO LTD,371.65,INR,2025-05-13T16:34:11.754425,online,,4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Auto/Rickshaw,TRV-LOC-AUT
TXN_20241122_032873,JIRA #220,250.33,USD,2025-03-15T15:59:53.754425,online,,5734,Technology,TEC,Technology - Subscriptions,TEC-SUB,Technology - Subscriptions - Tools,TEC-SUB-TOL
TXN_20241122_027791,SQ * FUEL,48.25,INR,2024-12-31T20:18:38.754425,pos,"Chicago, IL",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Diesel,TRN-FUL-DIE
TXN_20241122_041382,TST* CAFE COFFEE DAY,32.04,USD,2025-08-20T15:58:53.754425,online,Web Purchase,5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Local,DIN-COF-LOC
TXN_20241122_021047,CAFE STORE,41.92,INR,2025-03-28T14:59:15.754425,atm,"New York, NY",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Casual,DIN-RES-CAS
TXN_20241122_008508,H&M * NJ6MFSO7,72.47,INR,2025-10-23T04:51:46.754425,pos,"Philadelphia, PA",5651,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Clothing,SHP-RET-CLO
TXN_20241122_042722,PAPA JOHNS HYDERABAD #5747,46.74,GBP,2025-05-03T01:10:03.754425,pos,"San Diego, CA",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241122_016490,CLINIC LLC 712653,44.94,EUR,2025-01-22T23:08:06.754425,mobile,"Mumbai, MH",8011,Healthcare,HLT,Healthcare - Hospital,HLT-HOS,Healthcare - Hospital - Consultation,HLT-HOS-CON
TXN_20241122_007919,INTERNET DELHI,196.07,EUR,2025-09-26T14:50:01.754425,online,,4899,Utilities,UTL,Utilities - Internet,UTL-INT,Utilities - Internet - Broadband,UTL-INT-BRD
TXN_20241122_042056,PP* WATER BILL,193.14,GBP,2025-05-19T20:32:30.754425,atm,"Chicago, IL",4900,Utilities,UTL,Utilities - Water,UTL-WAT,Utilities - Water - Bill,UTL-WAT-BIL
TXN_20241122_037772,AUTO WA 954774,1302.35,USD,2025-08-03T23:13:22.754425,atm,"Kolkata, WB",4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Auto/Rickshaw,TRV-LOC-AUT
TXN_20241122_000175,DMART HYDERABAD #3440 194840,132.33,USD,2025-10-11T17:56:48.754425,pos,"Kolkata, WB",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Supermarket,SHP-GRO-SUP
TXN_20241122_004506,NETFLIX GA #8410,38.41,USD,2025-08-13T00:01:04.754425,online,,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Netflix,ENT-STR-NFX
TXN_20241122_038647,MOBILE NC,1411.54,INR,2025-10-19T01:18:52.754425,pos,"San Diego, CA",5732,Technology,TEC,Technology - Electronics,TEC-ELE,Technology - Electronics - Mobile,TEC-ELE-MOB
TXN_20241122_023062,SMARTPHONE #3642,1141.06,USD,2025-10-06T16:13:12.754425,pos,"Kolkata, WB",5732,Technology,TEC,Technology - Electronics,TEC-ELE,Technology - Electronics - Mobile,TEC-ELE-MOB
TXN_20241122_043060,PAYPAL * SBUX 59741,124.77,USD,2025-07-26T07:58:38.754425,online,Online,5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Starbucks,DIN-COF-STB
TXN_20241122_009398,NGO VA,311.23,USD,2025-04-15T12:04:14.754425,mobile,"Chicago, IL",8398,Charitable,CHR,Charitable - Donations,CHR-DON,Charitable - Donations - NGO,CHR-DON-NGO
TXN_20241122_012359,AMZN,166.84,GBP,2025-04-18T20:17:39.754425,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Amazon,SHP-ONL-AMZ
TXN_20241122_000849,WIFI #3386,60.33,EUR,2025-06-05T19:28:07.754425,atm,"Pune, MH",4899,Utilities,UTL,Utilities - Internet,UTL-INT,Utilities - Internet - Broadband,UTL-INT-BRD
TXN_20241122_023142,SWIGGY DELIVERY INC,35.5,USD,2025-07-15T20:13:02.754425,mobile,"San Diego, CA",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Swiggy,DIN-DEL-SWG
TXN_20241122_007197,CONSULTING LLC,130.61,AUD,2025-01-21T17:44:08.754425,atm,"Chennai, TN",8999,Business Expenses,BUS,Business Expenses - Services,BUS-SRV,Business Expenses - Services - Professional,BUS-SRV-PRO
TXN_20241122_026210,BOOKMYSHOW,137.48,GBP,2025-06-07T05:38:26.754425,atm,"Ahmedabad, GJ",7922,Entertainment,ENT,Entertainment - Events,ENT-EVT,Entertainment - Events - Concerts,ENT-EVT-CON
TXN_20241122_006336,PREPAID,81.68,AUD,2025-02-21T11:59:38.754425,atm,"Mumbai, MH",4814,Utilities,UTL,Utilities - Internet,UTL-INT,Utilities - Internet - Mobile,UTL-INT-MOB
TXN_20241122_036039,RESTAURANT,70.77,USD,2024-12-06T14:58:33.754425,atm,"Delhi, DL",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Fine Dining,DIN-RES-FIN
TXN_20241122_009485,PIZZA HUT LTD,73.58,EUR,2025-06-11T09:19:20.754425,pos,"Chicago, IL",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241122_012955,TEXTBOOKS #3570,2898.94,GBP,2025-07-03T17:19:40.754425,mobile,"San Diego, CA",5942,Education,EDU,Education - Books,EDU-BOK,Education - Books - Purchase,EDU-BOK-PUR
TXN_20241122_019811,MEDPLUS,117.09,USD,2025-02-03T17:25:24.754425,pos,"Bangalore, KA",5912,Healthcare,HLT,Healthcare - Pharmacy,HLT-PHR,Healthcare - Pharmacy - Medicine,HLT-PHR-MED
TXN_20241122_008513,BIGBASKET VA,118.67,USD,2025-03-05T17:25:43.754425,atm,"Pune, MH",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Supermarket,SHP-GRO-SUP
TXN_20241122_045676,ZEPTO 27064,158.25,EUR,2025-07-01T19:53:06.754425,mobile,"Kolkata, WB",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Online,SHP-GRO-ONL
TXN_20241122_035789,SQ * OFFICE SUPPLIES 156,920.38,EUR,2025-10-18T11:49:52.754425,pos,"Philadelphia, PA",5943,Business Expenses,BUS,Business Expenses - Office,BUS-OFC,Business Expenses - Office - Supplies,BUS-OFC-SUP
TXN_20241122_001096,SQ * NONPROFIT,66.73,GBP,2025-10-16T20:00:42.754425,online,,8398,Charitable,CHR,Charitable - Nonprofits,CHR-NPR,Charitable - Nonprofits - Contribution,CHR-NPR-CON
TXN_20241122_005240,STRIPE * SHELL 852,82.54,AUD,2025-01-30T00:35:28.754425,pos,"Chicago, IL",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Petrol,TRN-FUL-PET
TXN_20241122_040419,PAYPAL * AMAZON PRIME 90960,46.02,USD,2025-05-04T21:25:27.754425,online,,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Prime,ENT-STR-PRM
TXN_20241122_047956,BURGER KING * 82WEP51Q,6.18,INR,2025-05-03T12:26:17.754425,pos,"San Antonio, TX",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Burgers,DIN-FST-BRG
TXN_20241122_018597,RELIANCE DIGITAL IL,456.79,USD,2025-03-28T10:17:48.754425,pos,"San Antonio, TX",5732,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Electronics,SHP-RET-ELC
TXN_20241122_044532,TST* PETROL,25.23,USD,2025-04-30T11:29:44.754425,mobile,"Bangalore, KA",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Petrol,TRN-FUL-PET
TXN_20241122_048523,EATERY * XVPHLLM0,40.64,USD,2025-02-20T01:06:08.754425,online,,5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Casual,DIN-RES-CAS
TXN_20241122_039548,SKILLSHARE #6425,611.73,INR,2025-08-05T10:13:29.754425,online,,8299,Education,EDU,Education - Courses,EDU-CRS,Education - Courses - Online,EDU-CRS-ONL
TXN_20241122_037808,TST* CROMA,403.19,USD,2025-01-24T20:55:40.754425,pos,"Los Angeles, CA",5732,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Electronics,SHP-RET-ELC
TXN_20241122_003244,PAYPAL * HOUSE RENT 887138,3000.0,USD,2025-06-09T15:51:18.754425,mobile,"Phoenix, AZ",6513,Housing,HSG,Housing - Rent,HSG-RNT,Housing - Rent - Monthly,HSG-RNT-MNT
TXN_20241122_032407,PARKING LOT 3994,53.1,EUR,2025-10-06T18:00:46.754425,atm,"San Antonio, TX",7523,Transportation,TRN,Transportation - Parking,TRN-PRK,Transportation - Parking - Fee,TRN-PRK-FEE
TXN_20241122_027098,PARKING LOT LTD,40.13,USD,2025-06-19T10:41:29.754425,online,Online,7523,Transportation,TRN,Transportation - Parking,TRN-PRK,Transportation - Parking - Fee,TRN-PRK-FEE
TXN_20241122_044494,RESTAURANT NC,140.99,USD,2025-01-12T11:02:31.754425,pos,"Delhi, DL",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Fine Dining,DIN-RES-FIN
TXN_20241122_035345,SQ * SBUX 536,120.76,USD,2025-08-12T19:02:26.754425,pos,"Los Angeles, CA",5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Starbucks,DIN-COF-STB
TXN_20241122_019893,OFFICE SUPPLIES GA #8208,739.96,USD,2025-10-03T10:39:57.754425,online,,5943,Business Expenses,BUS,Business Expenses - Office,BUS-OFC,Business Expenses - Office - Supplies,BUS-OFC-SUP
TXN_20241122_029667,EATERY,62.49,USD,2024-11-24T08:13:19.754425,pos,"Chennai, TN",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Casual,DIN-RES-CAS
TXN_20241122_012078,SOFTWARE * YJOOS5RZ 14888,1681.0,EUR,2025-07-27T20:48:40.754425,mobile,"Chicago, IL",5734,Technology,TEC,Technology - Software,TEC-SFT,Technology - Software - License,TEC-SFT-LIC
TXN_20241122_027735,RESTAURANT * IWCXPFGA 255,53.36,EUR,2025-01-16T12:29:53.754425,pos,"Los Angeles, CA",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Fine Dining,DIN-RES-FIN
TXN_20241122_003824,BOOKSTORE,3653.35,EUR,2025-11-10T15:12:41.754425,atm,"New York, NY",5942,Education,EDU,Education - Books,EDU-BOK,Education - Books - Purchase,EDU-BOK-PUR
TXN_20241122_001633,BOOKING #130,737.15,USD,2025-04-23T09:36:42.754425,pos,"Los Angeles, CA",7011,Travel,TRV,Travel - Accommodation,TRV-ACC,Travel - Accommodation - Hotel,TRV-ACC-HTL
TXN_20241122_043572,WALMART * 39CO2BRX 20080,159.81,USD,2025-04-03T17:12:53.754425,online,Web Purchase,5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Supermarket,SHP-GRO-SUP
TXN_20241122_037370,TST* REPAIR,100.0,USD,2025-09-05T20:17:05.754425,pos,"Ahmedabad, GJ",7538,Transportation,TRN,Transportation - Maintenance,TRN-MNT,Transportation - Maintenance - Service,TRN-MNT-SRV
TXN_20241122_039307,PVR WA 114,71.88,USD,2025-10-08T16:47:51.754425,online,Web Purchase,7832,Entertainment,ENT,Entertainment - Movies,ENT-MOV,Entertainment - Movies - Theater,ENT-MOV-THR
TXN_20241122_044005,RESTAURANT WA #9317,46.99,USD,2025-04-06T08:11:00.754425,pos,"Phoenix, AZ",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Fine Dining,DIN-RES-FIN
TXN_20241122_031429,APOLLO PHARMACY * RBJZOD77,500.0,USD,2025-10-01T11:32:22.754425,online,,5912,Healthcare,HLT,Healthcare - Pharmacy,HLT-PHR,Healthcare - Pharmacy - Medicine,HLT-PHR-MED
TXN_20241122_029308,SQ * H&M 398,61.38,INR,2025-11-17T10:40:09.754425,mobile,"Ahmedabad, GJ",5651,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Clothing,SHP-RET-CLO
TXN_20241122_016042,INSTACART CA,236.24,USD,2024-12-13T18:56:08.754425,pos,"Houston, TX",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Online,SHP-GRO-ONL
TXN_20241122_044383,PRIME VIDEO TX #1853,28.32,USD,2024-12-30T12:34:29.754425,online,Web Purchase,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Prime,ENT-STR-PRM
TXN_20241122_021556,SQ * MEDICAL INSURANCE,60.3,EUR,2025-04-12T04:21:19.754425,online,Online,6300,Healthcare,HLT,Healthcare - Insurance,HLT-INS,Healthcare - Insurance - Premium,HLT-INS-PRM
TXN_20241122_040870,FLIPKART ONLINE CA #1169,168.48,AUD,2025-03-11T09:45:18.754425,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Flipkart,SHP-ONL-FLP
TXN_20241122_020995,GYM BANGALORE #6324,20.99,EUR,2025-01-14T16:49:57.754425,pos,"Los Angeles, CA",7997,Personal Care,PER,Personal Care - Gym,PER-GYM,Personal Care - Gym - Membership,PER-GYM-MEM
TXN_20241122_049020,FLIPKART * 26HCT7IP 871145,73.2,USD,2025-03-21T20:23:45.754425,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Flipkart,SHP-ONL-FLP
TXN_20241122_034792,NETFLIX SUBSCRIPTION * 011PZ71A,90.56,EUR,2025-07-19T21:02:27.754425,online,,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Netflix,ENT-STR-NFX
TXN_20241122_020529,SALON,43.21,USD,2025-04-18T19:16:12.754425,online,,7230,Personal Care,PER,Personal Care - Salon,PER-SAL,Personal Care - Salon - Haircut,PER-SAL-HAR
TXN_20241122_008710,SQ * FUEL 785,32.33,USD,2025-04-15T18:39:18.754425,pos,"Bangalore, KA",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Diesel,TRN-FUL-DIE
TXN_20241122_017431,HOSPITAL STORE,98.21,USD,2025-03-19T12:07:27.754425,pos,"Los Angeles, CA",8011,Healthcare,HLT,Healthcare - Hospital,HLT-HOS,Healthcare - Hospital - Consultation,HLT-HOS-CON
TXN_20241122_030125,OLA,1015.94,EUR,2025-08-18T00:08:05.754425,atm,"New York, NY",4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Auto/Rickshaw,TRV-LOC-AUT
TXN_20241122_036210,PP* STARBUCKS 2205,46.17,GBP,2025-02-02T00:35:56.754425,online,Internet,5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Starbucks,DIN-COF-STB
TXN_20241122_048526,POSTPAID GA #5948 012630,300.0,EUR,2025-09-10T10:32:33.754425,online,Web Purchase,4814,Utilities,UTL,Utilities - Internet,UTL-INT,Utilities - Internet - Mobile,UTL-INT-MOB
TXN_20241122_027348,LIVE MUSIC,200.0,USD,2025-03-28T10:17:43.754425,atm,"San Diego, CA",7922,Entertainment,ENT,Entertainment - Events,ENT-EVT,Entertainment - Events - Concerts,ENT-EVT-CON
TXN_20241122_045056,SPOTIFY,71.44,USD,2025-08-22T14:07:58.754425,online,,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Other,ENT-STR-OTH
TXN_20241122_013478,CONSULTING * 2QZ589QG 848,320.13,INR,2025-01-22T10:31:30.754425,online,Internet,8999,Business Expenses,BUS,Business Expenses - Services,BUS-SRV,Business Expenses - Services - Professional,BUS-SRV-PRO
TXN_20241122_029719,BARBER,41.89,USD,2025-08-25T11:09:14.754425,atm,"Delhi, DL",7230,Personal Care,PER,Personal Care - Salon,PER-SAL,Personal Care - Salon - Haircut,PER-SAL-HAR
TXN_20241122_049821,PP* VISA FEE,563.87,USD,2025-04-15T17:45:04.754425,atm,"Philadelphia, PA",9399,Travel,TRV,Travel - International,TRV-INT,Travel - International - Visa,TRV-INT-VIS
TXN_20241122_029929,TST* FLIPKART 993,153.92,INR,2025-01-09T20:33:04.754425,online,Online,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Flipkart,SHP-ONL-FLP
TXN_20241122_035517,CLOTHING STORE LTD,294.25,INR,2025-06-26T01:31:30.754425,pos,"Kolkata, WB",5651,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Clothing,SHP-RET-CLO
TXN_20241122_002994,PP* BLINKIT,163.58,USD,2025-09-30T13:28:40.754425,pos,"Chennai, TN",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Online,SHP-GRO-ONL
TXN_20241122_032935,GYM MEMBERSHIP GA #5909,200.0,EUR,2025-08-09T12:36:46.754425,mobile,"San Antonio, TX",7997,Personal Care,PER,Personal Care - Gym,PER-GYM,Personal Care - Gym - Membership,PER-GYM-MEM
TXN_20241122_001514,AMZN #9879,41.59,INR,2025-07-23T14:31:46.754425,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Amazon,SHP-ONL-AMZ
TXN_20241122_036867,CAR SERVICE 626,39.88,EUR,2025-06-22T06:24:59.754425,mobile,"Chennai, TN",7538,Transportation,TRN,Transportation - Maintenance,TRN-MNT,Transportation - Maintenance - Service,TRN-MNT-SRV
TXN_20241122_047330,PP* FUEL,39.84,EUR,2025-07-05T12:57:50.754425,pos,"Chicago, IL",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Diesel,TRN-FUL-DIE
TXN_20241122_006906,TST* STARBUCKS,69.65,GBP,2025-01-03T23:57:05.754425,mobile,"Houston, TX",5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Starbucks,DIN-COF-STB
TXN_20241122_013004,BP * CLQ10YKP 78279,12.71,EUR,2025-07-09T00:48:19.754425,pos,"Ahmedabad, GJ",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Petrol,TRN-FUL-PET
TXN_20241122_010923,WATER PUNE,300.0,USD,2025-03-01T04:12:52.754425,online,,4900,Utilities,UTL,Utilities - Water,UTL-WAT,Utilities - Water - Bill,UTL-WAT-BIL
TXN_20241122_022799,BOOKMYSHOW STORE,41.53,INR,2025-03-15T13:14:02.754425,mobile,"Mumbai, MH",7922,Entertainment,ENT,Entertainment - Events,ENT-EVT,Entertainment - Events - Concerts,ENT-EVT-CON
TXN_20241122_045633,ZOMATO FOOD DELHI #3910,53.58,USD,2024-12-31T14:51:59.754425,online,,5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Zomato,DIN-DEL-ZOM
TXN_20241122_028569,SERVICE CHARGE * TYK043DE,1596.77,EUR,2025-11-04T10:10:04.754425,pos,"Chicago, IL",6010,Financial Services,FIN,Financial Services - Banking,FIN-BNK,Financial Services - Banking - Fees,FIN-BNK-FEE
TXN_20241122_003346,POSTPAID IL #6008,163.99,USD,2025-01-22T00:48:45.754425,mobile,"Pune, MH",4814,Utilities,UTL,Utilities - Internet,UTL-INT,Utilities - Internet - Mobile,UTL-INT-MOB
TXN_20241122_037506,POSTPAID CA #3631,37.88,EUR,2025-10-12T16:29:28.754425,pos,"San Antonio, TX",4814,Utilities,UTL,Utilities - Internet,UTL-INT,Utilities - Internet - Mobile,UTL-INT-MOB
TXN_20241122_007834,PP* INDIAN OIL 88729,29.08,INR,2025-06-07T20:36:44.754425,pos,"Hyderabad, TG",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Petrol,TRN-FUL-PET
TXN_20241122_008655,SBUX STORE,150.0,USD,2025-05-02T02:16:36.754425,mobile,"Houston, TX",5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Starbucks,DIN-COF-STB
TXN_20241122_018244,AMZN HYDERABAD,51.05,EUR,2025-08-29T14:31:46.754425,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Amazon,SHP-ONL-AMZ
TXN_20241122_017023,PIZZA HUT LTD,9.33,GBP,2025-05-07T19:41:17.754425,pos,"Mumbai, MH",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241122_032201,FUEL #8377,29.19,USD,2025-08-02T13:34:22.754425,pos,"Hyderabad, TG",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Diesel,TRN-FUL-DIE
TXN_20241122_047235,AMZN GA #9127,385.95,EUR,2025-06-28T03:28:48.754425,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Amazon,SHP-ONL-AMZ
