transaction_id,merchant_raw,amount,currency,timestamp,channel,location,mcc_code,l1,l1_id,l2,l2_id,l3,l3_id
TXN_20241121_000059,MCDONALDS,33.3,USD,2024-11-25T10:55:02.473473,pos,"Phoenix, AZ",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Burgers,DIN-FST-BRG
TXN_20241121_000085,ZOMATO FOOD CA #4564,81.26,INR,2024-11-25T11:30:43.473473,pos,"Phoenix, AZ",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Zomato,DIN-DEL-ZOM
TXN_20241121_000219,ZOMATO FOOD * 6YNM9KN5 462,29.36,EUR,2024-11-25T13:17:02.473473,online,Web Purchase,5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Zomato,DIN-DEL-ZOM
TXN_20241121_000689,UBER TECHNOLOGIES,842.76,INR,2024-11-25T18:45:48.473473,pos,"Chennai, TN",4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Uber,TRV-LOC-UBR
TXN_20241121_000228,ONLINE COURSE * GOOI4HKE,778.97,USD,2024-11-26T00:56:31.473473,online,,8299,Education,EDU,Education - Courses,EDU-CRS,Education - Courses - Online,EDU-CRS-ONL
TXN_20241121_000595,PRIME VIDEO WA,23.06,EUR,2024-11-26T11:59:42.473473,online,Online,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Prime,ENT-STR-PRM
TXN_20241121_000249,PC,280.31,GBP,2024-11-26T14:49:16.473473,online,Online,5732,Technology,TEC,Technology - Electronics,TEC-ELE,Technology - Electronics - Computer,TEC-ELE-CMP
TXN_20241121_000606,LIVE MUSIC DELHI #1102,62.58,USD,2024-11-26T18:08:20.473473,mobile,"Bangalore, KA",7922,Entertainment,ENT,Entertainment - Events,ENT-EVT,Entertainment - Events - Concerts,ENT-EVT-CON
TXN_20241121_000275,VISA FEE HYDERABAD #4240,1940.43,AUD,2024-11-26T19:52:23.473473,mobile,"Chicago, IL",9399,Travel,TRV,Travel - International,TRV-INT,Travel - International - Visa,TRV-INT-VIS
TXN_20241121_000166,BP #1328,76.74,USD,2024-11-27T01:56:06.473473,pos,"San Diego, CA",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Petrol,TRN-FUL-PET
TXN_20241121_000633,PAYPAL * H&M 98770,102.7,USD,2024-11-27T11:01:18.473473,pos,"Hyderabad, TG",5651,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Clothing,SHP-RET-CLO
TXN_20241121_000558,CROMA,115.74,USD,2024-11-27T19:46:17.473473,pos,"New York, NY",5732,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Electronics,SHP-RET-ELC
TXN_20241121_000860,KFC VA #725 73727,23.81,USD,2024-11-28T08:34:54.473473,pos,"New York, NY",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Burgers,DIN-FST-BRG
TXN_20241121_000046,PP* CAR SERVICE 9917,20.8,EUR,2024-11-28T12:09:35.473473,atm,"Bangalore, KA",7538,Transportation,TRN,Transportation - Maintenance,TRN-MNT,Transportation - Maintenance - Service,TRN-MNT-SRV
TXN_20241121_000148,TST* CLINIC 764988,375.36,USD,2024-11-28T13:32:34.473473,online,,8011,Healthcare,HLT,Healthcare - Hospital,HLT-HOS,Healthcare - Hospital - Consultation,HLT-HOS-CON
TXN_20241121_000778,METRO CARD 537909,350.75,USD,2024-11-28T18:47:37.473473,atm,"Delhi, DL",4111,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Metro,TRV-LOC-MET
TXN_20241121_000353,SQ * CINEPOLIS,102.48,INR,2024-11-29T11:57:34.473473,pos,"New York, NY",7832,Entertainment,ENT,Entertainment - Movies,ENT-MOV,Entertainment - Movies - Theater,ENT-MOV-THR
TXN_20241121_000716,ATM FEE,4029.34,INR,2024-11-29T18:04:50.473473,online,Web Purchase,6010,Financial Services,FIN,Financial Services - Banking,FIN-BNK,Financial Services - Banking - Fees,FIN-BNK-FEE
TXN_20241121_000319,AIRBNB * 3JQ8B7YE 156,2000.0,EUR,2024-11-29T18:13:23.473473,online,Web Purchase,7011,Travel,TRV,Travel - Accommodation,TRV-ACC,Travel - Accommodation - Hotel,TRV-ACC-HTL
TXN_20241121_000433,CONTRACTOR,3000.0,USD,2024-11-29T23:05:00.473473,pos,"New York, NY",1520,Housing,HSG,Housing - Home Improvement,HSG-IMP,Housing - Home Improvement - Repair,HSG-IMP-REP
TXN_20241121_000242,TARGET,124.38,GBP,2024-11-30T05:36:32.473473,pos,"San Antonio, TX",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Supermarket,SHP-GRO-SUP
TXN_20241121_000204,FUEL LTD 499435,100.0,AUD,2024-11-30T10:59:00.473473,mobile,"Houston, TX",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Diesel,TRN-FUL-DIE
TXN_20241121_000410,TST* SCHOOL FEE 90590,1446.05,INR,2024-11-30T19:27:38.473473,pos,"Pune, MH",8211,Education,EDU,Education - Tuition,EDU-TUI,Education - Tuition - School,EDU-TUI-SCH
TXN_20241121_000517,SQ * BARISTA,138.36,USD,2024-11-30T21:18:34.473473,atm,"Los Angeles, CA",5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Local,DIN-COF-LOC
TXN_20241121_000115,SQ * OLA,110.19,AUD,2024-12-01T02:27:19.473473,online,,4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Auto/Rickshaw,TRV-LOC-AUT
TXN_20241121_000816,FLIPKART ONLINE * 33JQZ292 76871,327.61,EUR,2024-12-01T07:38:37.473473,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Flipkart,SHP-ONL-FLP
TXN_20241121_000800,PIZZA HUT LLC,81.47,USD,2024-12-01T14:24:22.473473,pos,"Pune, MH",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241121_000180,RESTAURANT * M5ZR2189,90.81,USD,2024-12-03T09:32:52.473473,pos,"Kolkata, WB",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Fine Dining,DIN-RES-FIN
TXN_20241121_000253,OYO BANGALORE,1399.13,EUR,2024-12-03T12:15:37.473473,mobile,"Chicago, IL",7011,Travel,TRV,Travel - Accommodation,TRV-ACC,Travel - Accommodation - Hotel,TRV-ACC-HTL
TXN_20241121_000754,DOMINOS * MXNMJB39,34.74,USD,2024-12-03T14:26:42.473473,pos,"Delhi, DL",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241121_000965,SWIGGY * Y65MOA1R,78.17,USD,2024-12-04T19:04:54.473473,mobile,"San Diego, CA",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Swiggy,DIN-DEL-SWG
TXN_20241121_000296,SQ * AWS,327.71,USD,2024-12-05T11:45:01.473473,online,Internet,5734,Technology,TEC,Technology - Subscriptions,TEC-SUB,Technology - Subscriptions - Cloud,TEC-SUB-CLD
TXN_20241121_000227,BP,21.07,USD,2024-12-05T11:49:40.473473,pos,"Chicago, IL",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Petrol,TRN-FUL-PET
TXN_20241121_000914,HEALTH INSURANCE NY #5636,500.0,USD,2024-12-05T19:46:50.473473,atm,"Philadelphia, PA",6300,Healthcare,HLT,Healthcare - Insurance,HLT-INS,Healthcare - Insurance - Premium,HLT-INS-PRM
TXN_20241121_000555,METRO RAIL #7816 84530,213.55,USD,2024-12-06T15:13:18.473473,pos,"San Diego, CA",4111,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Metro,TRV-LOC-MET
TXN_20241121_000383,PAPA JOHNS * MDGRY7QI,150.0,USD,2024-12-06T20:00:11.473473,pos,"Philadelphia, PA",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241121_000220,RAPIDO MUMBAI,633.23,USD,2024-12-07T07:02:28.473473,mobile,"Mumbai, MH",4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Auto/Rickshaw,TRV-LOC-AUT
TXN_20241121_000072,OLA HYDERABAD,332.76,EUR,2024-12-08T21:59:41.473473,pos,"Ahmedabad, GJ",4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Auto/Rickshaw,TRV-LOC-AUT
TXN_20241121_000953,RELIANCE DIGITAL * 7K1K3MB0,500.0,USD,2024-12-09T11:10:55.473473,pos,"San Diego, CA",5732,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Electronics,SHP-RET-ELC
TXN_20241121_000907,PAPA JOHNS 81848,41.22,GBP,2024-12-09T11:19:02.473473,pos,"Ahmedabad, GJ",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241121_000493,EATERY LTD 24890,59.89,INR,2024-12-09T14:12:28.473473,pos,"Mumbai, MH",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Casual,DIN-RES-CAS
TXN_20241121_000885,SQ * RELIANCE DIGITAL 842221,398.32,EUR,2024-12-10T01:07:19.473473,pos,"Hyderabad, TG",5732,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Electronics,SHP-RET-ELC
TXN_20241121_000611,AMAZON LTD 727,77.2,USD,2024-12-11T09:07:34.473473,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Amazon,SHP-ONL-AMZ
TXN_20241121_000290,CLINIC MA,118.83,EUR,2024-12-11T16:39:38.473473,mobile,"Ahmedabad, GJ",8011,Healthcare,HLT,Healthcare - Hospital,HLT-HOS,Healthcare - Hospital - Consultation,HLT-HOS-CON
TXN_20241121_000352,BARISTA #1626,135.71,USD,2024-12-12T00:55:42.473473,pos,"Chennai, TN",5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Local,DIN-COF-LOC
TXN_20241121_000967,POSTPAID * 1Z6A3RFJ 30016,138.16,AUD,2024-12-12T14:26:18.473473,mobile,"Philadelphia, PA",4814,Utilities,UTL,Utilities - Internet,UTL-INT,Utilities - Internet - Mobile,UTL-INT-MOB
TXN_20241121_000336,TST* SBUX,39.29,EUR,2024-12-12T14:31:36.473473,online,Web Purchase,5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Starbucks,DIN-COF-STB
TXN_20241121_000934,SWIGGY DELIVERY HYDERABAD #551,29.57,GBP,2024-12-12T14:58:45.473473,pos,"Mumbai, MH",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Swiggy,DIN-DEL-SWG
TXN_20241121_000612,SHELL WA,14.87,USD,2024-12-13T10:32:06.473473,pos,"Delhi, DL",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Petrol,TRN-FUL-PET
TXN_20241121_000338,ZOMATO #7076,11.52,INR,2024-12-13T15:37:50.473473,pos,"Philadelphia, PA",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Zomato,DIN-DEL-ZOM
TXN_20241121_000008,STARBUCKS 95218,54.11,EUR,2024-12-13T20:36:37.473473,pos,"Kolkata, WB",5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Starbucks,DIN-COF-STB
TXN_20241121_000167,WATER BILL LLC 961,300.0,USD,2024-12-14T01:38:29.473473,mobile,"Delhi, DL",4900,Utilities,UTL,Utilities - Water,UTL-WAT,Utilities - Water - Bill,UTL-WAT-BIL
TXN_20241121_000189,PARKING LOT,67.47,USD,2024-12-14T02:41:54.473473,pos,"Los Angeles, CA",7523,Transportation,TRN,Transportation - Parking,TRN-PRK,Transportation - Parking - Fee,TRN-PRK-FEE
TXN_20241121_000566,PC IL #8210,1529.82,USD,2024-12-14T07:47:35.473473,mobile,"Phoenix, AZ",5732,Technology,TEC,Technology - Electronics,TEC-ELE,Technology - Electronics - Computer,TEC-ELE-CMP
TXN_20241121_000052,ZOMATO FOOD,34.86,USD,2024-12-14T12:55:39.473473,pos,"Chennai, TN",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Zomato,DIN-DEL-ZOM
TXN_20241121_000831,DOCTOR MUMBAI,193.35,GBP,2024-12-14T20:14:04.473473,pos,"Mumbai, MH",8011,Healthcare,HLT,Healthcare - Hospital,HLT-HOS,Healthcare - Hospital - Consultation,HLT-HOS-CON
TXN_20241121_000740,CAFE BANGALORE #2044 54434,48.92,USD,2024-12-14T21:49:01.473473,mobile,"Mumbai, MH",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Casual,DIN-RES-CAS
TXN_20241121_000922,NETFLIX,31.27,USD,2024-12-15T03:01:08.473473,online,,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Netflix,ENT-STR-NFX
TXN_20241121_000822,PP* UNIQLO,137.58,USD,2024-12-15T05:14:55.473473,pos,"Houston, TX",5651,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Clothing,SHP-RET-CLO
TXN_20241121_000502,SWIGGY DELIVERY ONLINE,40.12,EUR,2024-12-15T07:49:26.473473,online,,5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Swiggy,DIN-DEL-SWG
TXN_20241121_000560,BP,35.66,USD,2024-12-15T23:59:28.473473,online,Web Purchase,5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Petrol,TRN-FUL-PET
TXN_20241121_000155,BIGBASKET * PD8OMEZV 253980,67.35,EUR,2024-12-16T02:18:18.473473,atm,"Philadelphia, PA",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Supermarket,SHP-GRO-SUP
TXN_20241121_000845,TST* CVS,398.2,INR,2024-12-16T14:40:41.473473,online,,5912,Healthcare,HLT,Healthcare - Pharmacy,HLT-PHR,Healthcare - Pharmacy - Medicine,HLT-PHR-MED
TXN_20241121_000165,LIVE MUSIC 973833,13.9,AUD,2024-12-16T16:18:59.473473,online,,7922,Entertainment,ENT,Entertainment - Events,ENT-EVT,Entertainment - Events - Concerts,ENT-EVT-CON
TXN_20241121_000116,WIFI,188.95,INR,2024-12-17T13:05:23.473473,pos,"Philadelphia, PA",4899,Utilities,UTL,Utilities - Internet,UTL-INT,Utilities - Internet - Broadband,UTL-INT-BRD
TXN_20241121_000418,SOFTWARE,270.78,GBP,2024-12-17T20:56:56.473473,pos,"Phoenix, AZ",5734,Technology,TEC,Technology - Software,TEC-SFT,Technology - Software - License,TEC-SFT-LIC
TXN_20241121_000663,INSURANCE PREMIUM DELHI #1239,662.22,EUR,2024-12-18T20:12:21.473473,mobile,"Los Angeles, CA",6300,Financial Services,FIN,Financial Services - Insurance,FIN-INS,Financial Services - Insurance - Premium,FIN-INS-PRM
TXN_20241121_000661,SQ * VEHICLE MAINTENANCE,9.32,USD,2024-12-19T14:31:30.473473,online,,7538,Transportation,TRN,Transportation - Maintenance,TRN-MNT,Transportation - Maintenance - Service,TRN-MNT-SRV
TXN_20241121_000948,PARKING FEE,20.88,USD,2024-12-20T03:02:18.473473,mobile,"Chennai, TN",7523,Transportation,TRN,Transportation - Parking,TRN-PRK,Transportation - Parking - Fee,TRN-PRK-FEE
TXN_20241121_000215,SWIGGY INC,47.44,USD,2024-12-20T19:35:10.473473,pos,"Bangalore, KA",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Swiggy,DIN-DEL-SWG
TXN_20241121_000739,HAIRCUT #2427,64.47,USD,2024-12-20T20:12:09.473473,mobile,"Ahmedabad, GJ",7230,Personal Care,PER,Personal Care - Salon,PER-SAL,Personal Care - Salon - Haircut,PER-SAL-HAR
TXN_20241121_000692,PARKING FEE #8667,19.48,INR,2024-12-21T05:27:28.473473,atm,"Bangalore, KA",7523,Transportation,TRN,Transportation - Parking,TRN-PRK,Transportation - Parking - Fee,TRN-PRK-FEE
TXN_20241121_000821,POSTPAID STORE 150,45.3,USD,2024-12-21T12:09:46.473473,mobile,"Houston, TX",4814,Utilities,UTL,Utilities - Internet,UTL-INT,Utilities - Internet - Mobile,UTL-INT-MOB
TXN_20241121_000802,PAYPAL * FUEL,26.84,AUD,2024-12-22T03:41:51.473473,pos,"San Antonio, TX",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Diesel,TRN-FUL-DIE
TXN_20241121_000087,POWER BILL,112.08,USD,2024-12-22T09:04:01.473473,online,Internet,4900,Utilities,UTL,Utilities - Electric,UTL-ELC,Utilities - Electric - Bill,UTL-ELC-BIL
TXN_20241121_000955,KFC ONLINE 8348,52.54,USD,2024-12-22T16:15:08.473473,pos,"Phoenix, AZ",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Burgers,DIN-FST-BRG
TXN_20241121_000731,SQ * STARBUCKS,8.84,USD,2024-12-23T00:48:43.473473,pos,"Pune, MH",5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Starbucks,DIN-COF-STB
TXN_20241121_000950,MISCELLANEOUS MUMBAI,119.29,EUR,2024-12-23T15:50:50.473473,atm,"Bangalore, KA",,Miscellaneous,MSC,Miscellaneous - Uncategorized,MSC-UNC,Miscellaneous - Uncategorized - Other,MSC-UNC-OTH
TXN_20241121_000600,PIZZA HUT FL,47.79,GBP,2024-12-24T00:50:01.473473,pos,"Ahmedabad, GJ",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241121_000856,FUEL,70.54,INR,2024-12-24T20:27:49.473473,pos,"Chicago, IL",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Diesel,TRN-FUL-DIE
TXN_20241121_000443,STRIPE * RELIANCE DIGITAL,185.29,USD,2024-12-25T10:51:36.473473,pos,"Phoenix, AZ",5732,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Electronics,SHP-RET-ELC
TXN_20241121_000548,H&M 002,70.87,USD,2024-12-25T14:12:40.473473,pos,"Los Angeles, CA",5651,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Clothing,SHP-RET-CLO
TXN_20241121_000111,SWIGGY FOOD HYDERABAD #221 907,20.93,USD,2024-12-26T11:39:12.473473,pos,"Pune, MH",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Swiggy,DIN-DEL-SWG
TXN_20241121_000291,SQ * STATIONERY,317.16,EUR,2024-12-26T14:25:21.473473,mobile,"New York, NY",5943,Business Expenses,BUS,Business Expenses - Office,BUS-OFC,Business Expenses - Office - Supplies,BUS-OFC-SUP
TXN_20241121_000480,TARGET #2309,250.73,EUR,2024-12-26T16:30:57.473473,pos,"Bangalore, KA",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Supermarket,SHP-GRO-SUP
TXN_20241121_000529,CONFLUENCE 45193,722.25,EUR,2024-12-27T11:39:51.473473,online,,5734,Technology,TEC,Technology - Subscriptions,TEC-SUB,Technology - Subscriptions - Tools,TEC-SUB-TOL
TXN_20241121_000417,FLIPKART * 7F8RYCPZ,70.62,USD,2024-12-27T13:53:08.473473,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Flipkart,SHP-ONL-FLP
TXN_20241121_000515,PARKING #9673 162896,11.75,EUR,2024-12-27T14:15:12.473473,atm,"San Antonio, TX",7523,Transportation,TRN,Transportation - Parking,TRN-PRK,Transportation - Parking - Fee,TRN-PRK-FEE
TXN_20241121_000927,INSTACART STORE 28986,93.26,GBP,2024-12-28T02:58:09.473473,atm,"Kolkata, WB",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Online,SHP-GRO-ONL
TXN_20241121_000546,SPA VA #8035,200.0,INR,2024-12-28T05:42:47.473473,mobile,"Los Angeles, CA",7298,Personal Care,PER,Personal Care - Wellness,PER-WEL,Personal Care - Wellness - Spa,PER-WEL-SPA
TXN_20241121_000730,PP* INSTACART,108.87,EUR,2024-12-29T10:05:15.473473,atm,"San Diego, CA",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Online,SHP-GRO-ONL
TXN_20241121_000614,PP* APOLLO PHARMACY 7735,174.37,USD,2024-12-29T13:50:45.473473,mobile,"Mumbai, MH",5912,Healthcare,HLT,Healthcare - Pharmacy,HLT-PHR,Healthcare - Pharmacy - Medicine,HLT-PHR-MED
TXN_20241121_000026,HEALTH INSURANCE * S85O8RMT 646,97.51,EUR,2024-12-29T18:40:48.473473,pos,"Ahmedabad, GJ",6300,Healthcare,HLT,Healthcare - Insurance,HLT-INS,Healthcare - Insurance - Premium,HLT-INS-PRM
TXN_20241121_000252,SQ * SALON 9909,29.76,USD,2024-12-30T10:31:36.473473,mobile,"Bangalore, KA",7230,Personal Care,PER,Personal Care - Salon,PER-SAL,Personal Care - Salon - Haircut,PER-SAL-HAR
TXN_20241121_000735,OLA 89153,440.54,INR,2024-12-30T17:32:30.473473,mobile,"San Diego, CA",4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Auto/Rickshaw,TRV-LOC-AUT
TXN_20241121_000122,PAPA JOHNS * NV48S61D,45.39,INR,2024-12-30T17:49:31.473473,pos,"Kolkata, WB",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241121_000197,TST* OLA,192.98,USD,2024-12-31T03:19:33.473473,online,,4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Auto/Rickshaw,TRV-LOC-AUT
TXN_20241121_000794,BIGBASKET MA,105.66,GBP,2024-12-31T09:56:19.473473,mobile,"Phoenix, AZ",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Supermarket,SHP-GRO-SUP
TXN_20241121_000124,AWS #8676,642.33,EUR,2024-12-31T18:49:41.473473,online,,5734,Technology,TEC,Technology - Subscriptions,TEC-SUB,Technology - Subscriptions - Cloud,TEC-SUB-CLD
TXN_20241121_000330,AUTO STORE,439.4,GBP,2024-12-31T21:27:44.473473,mobile,"Bangalore, KA",4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Auto/Rickshaw,TRV-LOC-AUT
TXN_20241121_000886,PARKING LOT IL,12.52,USD,2025-01-01T11:18:50.473473,pos,"Delhi, DL",7523,Transportation,TRN,Transportation - Parking,TRN-PRK,Transportation - Parking - Fee,TRN-PRK-FEE
TXN_20241121_000725,CONCERT,55.73,EUR,2025-01-01T11:42:52.473473,online,Web Purchase,7922,Entertainment,ENT,Entertainment - Events,ENT-EVT,Entertainment - Events - Concerts,ENT-EVT-CON
TXN_20241121_000435,CROMA STORE,239.73,EUR,2025-01-01T12:34:31.473473,pos,"Delhi, DL",5732,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Electronics,SHP-RET-ELC
TXN_20241121_000399,PETROL NC #1823 169511,9.2,EUR,2025-01-01T13:48:44.473473,pos,"San Diego, CA",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Petrol,TRN-FUL-PET
TXN_20241121_000853,BISTRO ONLINE 61926,48.37,AUD,2025-01-01T15:27:12.473473,pos,"Bangalore, KA",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Casual,DIN-RES-CAS
TXN_20241121_000055,CAFE #3646,25.32,EUR,2025-01-01T17:59:51.473473,pos,"Houston, TX",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Casual,DIN-RES-CAS
TXN_20241121_000203,FLIPKART ONLINE 6219,210.12,USD,2025-01-02T08:44:22.473473,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Flipkart,SHP-ONL-FLP
TXN_20241121_000409,DONATION 764,191.55,EUR,2025-01-02T11:43:42.473473,atm,"Chicago, IL",8398,Charitable,CHR,Charitable - Donations,CHR-DON,Charitable - Donations - NGO,CHR-DON-NGO
TXN_20241121_000341,SQ * CINEPOLIS,182.98,INR,2025-01-02T13:34:56.473473,online,Online,7832,Entertainment,ENT,Entertainment - Movies,ENT-MOV,Entertainment - Movies - Theater,ENT-MOV-THR
TXN_20241121_000045,DOMINOS CA,36.82,GBP,2025-01-02T15:36:45.473473,online,,5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241121_000828,STRIPE * AMC,145.43,USD,2025-01-03T03:14:22.473473,mobile,"Bangalore, KA",7832,Entertainment,ENT,Entertainment - Movies,ENT-MOV,Entertainment - Movies - Theater,ENT-MOV-THR
TXN_20241121_000088,UBER EATS #9461,2000.0,USD,2025-01-04T05:01:39.473473,atm,"Mumbai, MH",4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Uber,TRV-LOC-UBR
