transaction_id,merchant_raw,amount,currency,timestamp,channel,location,mcc_code,l1,l1_id,l2,l2_id,l3,l3_id
TXN_20241121_002575,JIO FIBER,148.26,INR,2024-11-22T18:20:20.505178,pos,"Philadelphia, PA",4899,Utilities,UTL,Utilities - Internet,UTL-INT,Utilities - Internet - Broadband,UTL-INT-BRD
TXN_20241121_005686,BARBER #8846,177.28,USD,2024-11-22T18:45:46.505178,atm,"Delhi, DL",7230,Personal Care,PER,Personal Care - Salon,PER-SAL,Personal Care - Salon - Haircut,PER-SAL-HAR
TXN_20241121_001040,HAIRCUT ONLINE 27701,84.17,GBP,2024-11-22T19:59:33.505178,atm,"Delhi, DL",7230,Personal Care,PER,Personal Care - Salon,PER-SAL,Personal Care - Salon - Haircut,PER-SAL-HAR
TXN_20241121_008839,MISCELLANEOUS GA #3418,74.74,USD,2024-11-22T20:11:08.505178,mobile,"Houston, TX",,Miscellaneous,MSC,Miscellaneous - Uncategorized,MSC-UNC,Miscellaneous - Uncategorized - Other,MSC-UNC-OTH
TXN_20241121_000808,RENOVATION VA #3150,500.0,USD,2024-11-22T20:13:01.505178,atm,"Hyderabad, TG",1520,Housing,HSG,Housing - Home Improvement,HSG-IMP,Housing - Home Improvement - Repair,HSG-IMP-REP
TXN_20241121_003863,SWIGGY DELIVERY 487,46.21,INR,2024-11-22T20:54:57.505178,mobile,"San Diego, CA",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Swiggy,DIN-DEL-SWG
TXN_20241121_006486,DIESEL,31.27,USD,2024-11-22T22:08:48.505178,pos,"Philadelphia, PA",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Diesel,TRN-FUL-DIE
TXN_20241121_007633,MORTGAGE ONLINE 4701,2221.54,EUR,2024-11-23T00:04:25.505178,pos,"Pune, MH",6513,Housing,HSG,Housing - Mortgage,HSG-MTG,Housing - Mortgage - EMI,HSG-MTG-EMI
TXN_20241121_003718,ZOMATO 4091,63.26,EUR,2024-11-23T00:30:20.505178,online,,5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Zomato,DIN-DEL-ZOM
TXN_20241121_007549,SQ * HEALTH INSURANCE,281.25,USD,2024-11-23T02:20:42.505178,mobile,"Chennai, TN",6300,Healthcare,HLT,Healthcare - Insurance,HLT-INS,Healthcare - Insurance - Premium,HLT-INS-PRM
TXN_20241121_008892,TST* SWIGGY 4766,21.96,GBP,2024-11-23T03:20:28.505178,mobile,"New York, NY",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Swiggy,DIN-DEL-SWG
TXN_20241121_000882,ZOMATO FOOD * TT2LJP22,56.63,USD,2024-11-23T05:43:50.505178,mobile,"Phoenix, AZ",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Zomato,DIN-DEL-ZOM
TXN_20241121_001185,SQ * GAS STATION,29.42,USD,2024-11-23T06:08:29.505178,pos,"Bangalore, KA",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Petrol,TRN-FUL-PET
TXN_20241121_002297,PIZZA HUT,84.44,USD,2024-11-23T08:24:04.505178,pos,"New York, NY",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241121_005713,SQ * CLOTHING STORE,22.28,USD,2024-11-23T09:02:29.505178,pos,"Ahmedabad, GJ",5651,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Clothing,SHP-RET-CLO
TXN_20241121_000014,OFFICE SUPPLIES TX,418.15,INR,2024-11-23T09:50:54.505178,online,,5943,Business Expenses,BUS,Business Expenses - Office,BUS-OFC,Business Expenses - Office - Supplies,BUS-OFC-SUP
TXN_20241121_009715,AIRTEL VA #5957,137.39,AUD,2024-11-23T10:11:56.505178,atm,"Houston, TX",4899,Utilities,UTL,Utilities - Internet,UTL-INT,Utilities - Internet - Broadband,UTL-INT-BRD
TXN_20241121_008350,MOBILE 322,659.84,USD,2024-11-23T10:30:41.505178,atm,"Chicago, IL",5732,Technology,TEC,Technology - Electronics,TEC-ELE,Technology - Electronics - Mobile,TEC-ELE-MOB
TXN_20241121_004858,CLOTHING STORE CA,290.44,USD,2024-11-23T10:54:12.505178,pos,"Phoenix, AZ",5651,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Clothing,SHP-RET-CLO
TXN_20241121_008206,NETFLIX SUBSCRIPTION MA #1067,134.42,USD,2024-11-23T11:47:03.505178,online,,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Netflix,ENT-STR-NFX
TXN_20241121_000728,YOUTUBE PREMIUM * ALX97M6W,40.28,GBP,2024-11-23T11:55:38.505178,online,,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Other,ENT-STR-OTH
TXN_20241121_007750,MASSAGE #1333 018964,58.18,USD,2024-11-23T12:58:41.505178,atm,"Mumbai, MH",7298,Personal Care,PER,Personal Care - Wellness,PER-WEL,Personal Care - Wellness - Spa,PER-WEL-SPA
TXN_20241121_004877,INSTACART,47.99,USD,2024-11-23T18:05:08.505178,mobile,"San Diego, CA",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Online,SHP-GRO-ONL
TXN_20241121_003896,CAFE ONLINE,52.64,GBP,2024-11-23T19:16:04.505178,pos,"Phoenix, AZ",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Casual,DIN-RES-CAS
TXN_20241121_003015,TST* TUITION 5601,1751.17,INR,2024-11-23T20:34:57.505178,pos,"Kolkata, WB",8211,Education,EDU,Education - Tuition,EDU-TUI,Education - Tuition - School,EDU-TUI-SCH
TXN_20241121_009714,HAIRCUT PUNE #1496,200.0,USD,2024-11-23T21:47:00.505178,pos,"Delhi, DL",7230,Personal Care,PER,Personal Care - Salon,PER-SAL,Personal Care - Salon - Haircut,PER-SAL-HAR
TXN_20241121_002842,SCHOOL * VE42FX6C,489.65,INR,2024-11-24T01:49:47.505178,atm,"Bangalore, KA",8211,Education,EDU,Education - Tuition,EDU-TUI,Education - Tuition - School,EDU-TUI-SCH
TXN_20241121_001616,SWIGGY #9485,53.2,USD,2024-11-24T04:14:35.505178,mobile,"Phoenix, AZ",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Swiggy,DIN-DEL-SWG
TXN_20241121_008276,PARKING LOT * 292M42KF,69.34,USD,2024-11-24T04:53:45.505178,online,,7523,Transportation,TRN,Transportation - Parking,TRN-PRK,Transportation - Parking - Fee,TRN-PRK-FEE
TXN_20241121_008266,PP* CONCERT,139.25,USD,2024-11-24T05:43:39.505178,mobile,"New York, NY",7922,Entertainment,ENT,Entertainment - Events,ENT-EVT,Entertainment - Events - Concerts,ENT-EVT-CON
TXN_20241121_008102,MCDONALDS * 656HSOCR 1782,91.07,EUR,2024-11-24T05:48:17.505178,pos,"Pune, MH",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Burgers,DIN-FST-BRG
TXN_20241121_003252,SQ * MOBILE,1239.86,USD,2024-11-24T06:45:52.505178,online,Online,5732,Technology,TEC,Technology - Electronics,TEC-ELE,Technology - Electronics - Mobile,TEC-ELE-MOB
TXN_20241121_002052,CONTRIBUTION * OROEIJ5Z 0857,29.43,USD,2024-11-24T07:23:27.505178,atm,"Hyderabad, TG",8398,Charitable,CHR,Charitable - Nonprofits,CHR-NPR,Charitable - Nonprofits - Contribution,CHR-NPR-CON
TXN_20241121_003929,SWIGGY * PEUZTRWM,47.19,INR,2024-11-24T07:36:13.505178,pos,"Ahmedabad, GJ",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Swiggy,DIN-DEL-SWG
TXN_20241121_004334,RESTAURANT * WBIDU1XW,29.8,EUR,2024-11-24T08:15:54.505178,pos,"Mumbai, MH",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Fine Dining,DIN-RES-FIN
TXN_20241121_005391,AIR INDIA,1973.87,EUR,2024-11-24T09:42:40.505178,atm,"San Diego, CA",4511,Travel,TRV,Travel - International,TRV-INT,Travel - International - Flight,TRV-INT-FLT
TXN_20241121_000519,INOX NY 94577,200.0,USD,2024-11-24T09:55:12.505178,atm,"Los Angeles, CA",7832,Entertainment,ENT,Entertainment - Movies,ENT-MOV,Entertainment - Movies - Theater,ENT-MOV-THR
TXN_20241121_006413,HOME LOAN #6952,976.85,USD,2024-11-24T10:07:44.505178,atm,"Chicago, IL",6513,Housing,HSG,Housing - Mortgage,HSG-MTG,Housing - Mortgage - EMI,HSG-MTG-EMI
TXN_20241121_004843,CAR SERVICE 6365,39.75,USD,2024-11-24T10:21:33.505178,online,Web Purchase,7538,Transportation,TRN,Transportation - Maintenance,TRN-MNT,Transportation - Maintenance - Service,TRN-MNT-SRV
TXN_20241121_009160,FITNESS #7782,94.78,GBP,2024-11-24T10:27:17.505178,atm,"Chicago, IL",7997,Personal Care,PER,Personal Care - Gym,PER-GYM,Personal Care - Gym - Membership,PER-GYM-MEM
TXN_20241121_008461,BURGER KING,34.14,USD,2024-11-24T10:53:45.505178,pos,"Bangalore, KA",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Burgers,DIN-FST-BRG
TXN_20241121_007900,MEDICAL INSURANCE #3272,178.84,USD,2024-11-24T10:54:54.505178,mobile,"Los Angeles, CA",6300,Healthcare,HLT,Healthcare - Insurance,HLT-INS,Healthcare - Insurance - Premium,HLT-INS-PRM
TXN_20241121_009544,PP* ADOBE,1476.85,GBP,2024-11-24T11:03:57.505178,pos,"San Diego, CA",5734,Technology,TEC,Technology - Software,TEC-SFT,Technology - Software - License,TEC-SFT-LIC
TXN_20241121_004844,SQ * FITNESS,103.66,USD,2024-11-24T12:34:29.505178,mobile,"Los Angeles, CA",7997,Personal Care,PER,Personal Care - Gym,PER-GYM,Personal Care - Gym - Membership,PER-GYM-MEM
TXN_20241121_007718,HOTSTAR,80.7,USD,2024-11-24T13:24:25.505178,online,,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Other,ENT-STR-OTH
TXN_20241121_007519,INOX #4162 213,200.0,USD,2024-11-24T13:55:23.505178,mobile,"Hyderabad, TG",7832,Entertainment,ENT,Entertainment - Movies,ENT-MOV,Entertainment - Movies - Theater,ENT-MOV-THR
TXN_20241121_001112,RESTAURANT,27.55,USD,2024-11-24T14:30:06.505178,pos,"San Antonio, TX",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Fine Dining,DIN-RES-FIN
TXN_20241121_004763,WATER BILL,115.14,EUR,2024-11-24T14:51:37.505178,mobile,"Kolkata, WB",4900,Utilities,UTL,Utilities - Water,UTL-WAT,Utilities - Water - Bill,UTL-WAT-BIL
TXN_20241121_001849,NETFLIX SUBSCRIPTION INC,43.94,USD,2024-11-24T14:52:10.505178,online,Web Purchase,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Netflix,ENT-STR-NFX
TXN_20241121_002887,HOTSTAR GA #9978 342,20.75,USD,2024-11-24T16:00:37.505178,online,,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Other,ENT-STR-OTH
TXN_20241121_009676,STRIPE * HAIRCUT,60.52,INR,2024-11-24T17:13:43.505178,pos,"Chennai, TN",7230,Personal Care,PER,Personal Care - Salon,PER-SAL,Personal Care - Salon - Haircut,PER-SAL-HAR
TXN_20241121_000978,INSTACART LTD 767,242.04,GBP,2024-11-24T18:08:26.505178,mobile,"Hyderabad, TG",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Online,SHP-GRO-ONL
TXN_20241121_009008,FINE DINING INC,136.0,USD,2024-11-24T18:09:05.505178,pos,"Pune, MH",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Fine Dining,DIN-RES-FIN
TXN_20241121_001759,SQ * UBER EATS,2000.0,EUR,2024-11-24T18:47:00.505178,online,Web Purchase,4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Uber,TRV-LOC-UBR
TXN_20241121_004449,WALMART LTD,56.64,AUD,2024-11-24T20:09:04.505178,mobile,"San Diego, CA",5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Supermarket,SHP-GRO-SUP
TXN_20241121_000883,PIZZA HUT 9254,123.09,EUR,2024-11-24T21:29:26.505178,pos,"Chennai, TN",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241121_008803,RELIANCE DIGITAL,130.87,GBP,2024-11-24T22:58:54.505178,pos,"Delhi, DL",5732,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Electronics,SHP-RET-ELC
TXN_20241121_003465,PRIME VIDEO,200.0,USD,2024-11-24T23:50:33.505178,pos,"Ahmedabad, GJ",4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Prime,ENT-STR-PRM
TXN_20241121_003082,OFFICE SUPPLIES STORE,823.13,EUR,2024-11-25T00:02:18.505178,mobile,"Ahmedabad, GJ",5943,Business Expenses,BUS,Business Expenses - Office,BUS-OFC,Business Expenses - Office - Supplies,BUS-OFC-SUP
TXN_20241121_007508,SBUX * 0OBQ3N0D,70.33,USD,2024-11-25T02:06:06.505178,mobile,"Pune, MH",5814,Dining,DIN,Dining - Coffee Shops,DIN-COF,Dining - Coffee Shops - Starbucks,DIN-COF-STB
TXN_20241121_009026,OTHER,200.0,AUD,2024-11-25T02:06:25.505178,pos,"Chennai, TN",,Miscellaneous,MSC,Miscellaneous - Uncategorized,MSC-UNC,Miscellaneous - Uncategorized - Other,MSC-UNC-OTH
TXN_20241121_003336,PRIME VIDEO LTD,43.13,USD,2024-11-25T03:41:17.505178,online,Online,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Prime,ENT-STR-PRM
TXN_20241121_004232,DOMINOS 07495,69.64,USD,2024-11-25T05:36:11.505178,pos,"Phoenix, AZ",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241121_002045,TST* BARBER,119.13,USD,2024-11-25T09:23:24.505178,atm,"Delhi, DL",7230,Personal Care,PER,Personal Care - Salon,PER-SAL,Personal Care - Salon - Haircut,PER-SAL-HAR
TXN_20241121_003008,ZEPTO NY 459,147.29,EUR,2024-11-25T09:26:27.505178,online,,5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Online,SHP-GRO-ONL
TXN_20241121_000817,OLA #5949,809.61,GBP,2024-11-25T10:11:51.505178,pos,"San Antonio, TX",4121,Travel,TRV,Travel - Local,TRV-LOC,Travel - Local - Auto/Rickshaw,TRV-LOC-AUT
TXN_20241121_002099,PP* BOOKS,1116.92,USD,2024-11-25T10:22:12.505178,mobile,"Kolkata, WB",5942,Education,EDU,Education - Books,EDU-BOK,Education - Books - Purchase,EDU-BOK-PUR
TXN_20241121_000468,SQ * HOSPITAL,98.38,EUR,2024-11-25T10:41:40.505178,atm,"San Antonio, TX",8011,Healthcare,HLT,Healthcare - Hospital,HLT-HOS,Healthcare - Hospital - Consultation,HLT-HOS-CON
TXN_20241121_006068,SQ * MCDONALDS,123.12,EUR,2024-11-25T10:46:35.505178,pos,"Ahmedabad, GJ",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Burgers,DIN-FST-BRG
TXN_20241121_004502,SWIGGY CA 6232,79.56,INR,2024-11-25T10:55:24.505178,pos,"Philadelphia, PA",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Swiggy,DIN-DEL-SWG
TXN_20241121_006726,FLIPKART HYDERABAD,106.29,GBP,2024-11-25T10:56:40.505178,online,Internet,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Flipkart,SHP-ONL-FLP
TXN_20241121_009041,HEALTH INSURANCE * 4U801PFA,500.0,USD,2024-11-25T11:17:54.505178,mobile,"Pune, MH",6300,Healthcare,HLT,Healthcare - Insurance,HLT-INS,Healthcare - Insurance - Premium,HLT-INS-PRM
TXN_20241121_004109,EMIRATES * TBOJVS2W,507.58,USD,2024-11-25T13:25:18.505178,mobile,"New York, NY",4511,Travel,TRV,Travel - International,TRV-INT,Travel - International - Flight,TRV-INT-FLT
TXN_20241121_002539,PVR STORE 432651,156.39,EUR,2024-11-25T13:54:54.505178,online,Internet,7832,Entertainment,ENT,Entertainment - Movies,ENT-MOV,Entertainment - Movies - Theater,ENT-MOV-THR
TXN_20241121_004880,AMC #4060 19922,50.12,USD,2024-11-25T14:32:01.505178,pos,"San Antonio, TX",7832,Entertainment,ENT,Entertainment - Movies,ENT-MOV,Entertainment - Movies - Theater,ENT-MOV-THR
TXN_20241121_005300,MUTUAL FUND TX #5931,5045.29,USD,2024-11-25T14:43:46.505178,mobile,"Delhi, DL",6211,Financial Services,FIN,Financial Services - Investment,FIN-INV,Financial Services - Investment - Trading,FIN-INV-TRD
TXN_20241121_008888,STATIONERY CA #7427,90.03,USD,2024-11-25T14:48:04.505178,pos,"Phoenix, AZ",5943,Business Expenses,BUS,Business Expenses - Office,BUS-OFC,Business Expenses - Office - Supplies,BUS-OFC-SUP
TXN_20241121_004531,COLLEGE,1545.57,GBP,2024-11-25T15:02:10.505178,online,,8220,Education,EDU,Education - Tuition,EDU-TUI,Education - Tuition - College,EDU-TUI-COL
TXN_20241121_001160,SWIGGY DELIVERY,72.1,INR,2024-11-25T15:40:57.505178,pos,"New York, NY",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Swiggy,DIN-DEL-SWG
TXN_20241121_004593,PHARMACY * BX4KFS44,500.0,USD,2024-11-25T16:58:03.505178,pos,"Chicago, IL",5912,Healthcare,HLT,Healthcare - Pharmacy,HLT-PHR,Healthcare - Pharmacy - Medicine,HLT-PHR-MED
TXN_20241121_007003,TST* WATER 73738,105.67,INR,2024-11-25T18:06:34.505178,atm,"Chennai, TN",4900,Utilities,UTL,Utilities - Water,UTL-WAT,Utilities - Water - Bill,UTL-WAT-BIL
TXN_20241121_001291,UDEMY VA #6637,1874.55,USD,2024-11-25T18:08:24.505178,online,,8299,Education,EDU,Education - Courses,EDU-CRS,Education - Courses - Online,EDU-CRS-ONL
TXN_20241121_004749,SPOTIFY BANGALORE #2846 6949,92.04,EUR,2024-11-25T23:08:19.505178,mobile,"Kolkata, WB",4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Other,ENT-STR-OTH
TXN_20241121_004827,AMAZON MUMBAI #7494,270.72,USD,2024-11-26T03:12:45.505178,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Amazon,SHP-ONL-AMZ
TXN_20241121_007374,INDIAN OIL,12.99,INR,2024-11-26T08:03:36.505178,atm,"Hyderabad, TG",5541,Transportation,TRN,Transportation - Fuel,TRN-FUL,Transportation - Fuel - Petrol,TRN-FUL-PET
TXN_20241121_004307,ZEPTO LTD,167.69,USD,2024-11-26T09:07:56.505178,online,,5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Online,SHP-GRO-ONL
TXN_20241121_008955,DOMINOS GA #9119 498012,25.84,USD,2024-11-26T10:33:41.505178,pos,"Mumbai, MH",5814,Dining,DIN,Dining - Fast Food,DIN-FST,Dining - Fast Food - Pizza,DIN-FST-PIZ
TXN_20241121_001639,MORTGAGE #9460,666.12,EUR,2024-11-26T12:17:47.505178,atm,"San Antonio, TX",6513,Housing,HSG,Housing - Mortgage,HSG-MTG,Housing - Mortgage - EMI,HSG-MTG-EMI
TXN_20241121_002765,PRIME VIDEO STORE 819849,81.21,INR,2024-11-26T13:10:06.505178,online,,4899,Entertainment,ENT,Entertainment - Streaming,ENT-STR,Entertainment - Streaming - Prime,ENT-STR-PRM
TXN_20241121_005663,ZEPTO,500.0,AUD,2024-11-26T14:23:23.505178,online,Internet,5411,Shopping,SHP,Shopping - Groceries,SHP-GRO,Shopping - Groceries - Online,SHP-GRO-ONL
TXN_20241121_009735,ZOMATO FOOD BANGALORE #6904,65.76,EUR,2024-11-26T15:13:59.505178,pos,"Phoenix, AZ",5814,Dining,DIN,Dining - Food Delivery,DIN-DEL,Dining - Food Delivery - Zomato,DIN-DEL-ZOM
TXN_20241121_007081,SALON #4994,57.74,USD,2024-11-26T15:35:59.505178,mobile,"Kolkata, WB",7230,Personal Care,PER,Personal Care - Salon,PER-SAL,Personal Care - Salon - Haircut,PER-SAL-HAR
TXN_20241121_001638,CLOTHING STORE,500.0,USD,2024-11-26T16:50:10.505178,pos,"Ahmedabad, GJ",5651,Shopping,SHP,Shopping - Retail,SHP-RET,Shopping - Retail - Clothing,SHP-RET-CLO
TXN_20241121_003335,PAYPAL * WELLNESS,41.56,USD,2024-11-26T16:54:12.505178,atm,"Chennai, TN",7298,Personal Care,PER,Personal Care - Wellness,PER-WEL,Personal Care - Wellness - Spa,PER-WEL-SPA
TXN_20241121_004728,AMAZON TX #4388 951328,53.34,GBP,2024-11-26T17:25:50.505178,online,,5942,Shopping,SHP,Shopping - Online,SHP-ONL,Shopping - Online - Amazon,SHP-ONL-AMZ
TXN_20241121_005225,SQ * OTHER,167.84,INR,2024-11-26T18:02:09.505178,mobile,"Houston, TX",,Miscellaneous,MSC,Miscellaneous - Uncategorized,MSC-UNC,Miscellaneous - Uncategorized - Other,MSC-UNC-OTH
TXN_20241121_009664,TST* WATER,94.54,AUD,2024-11-26T18:36:08.505178,atm,"San Antonio, TX",4900,Utilities,UTL,Utilities - Water,UTL-WAT,Utilities - Water - Bill,UTL-WAT-BIL
TXN_20241121_001082,CAFE * TX83JB2W,150.0,GBP,2024-11-26T19:00:34.505178,pos,"Los Angeles, CA",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Casual,DIN-RES-CAS
TXN_20241121_001823,CAFE #8757,74.23,USD,2024-11-26T19:04:01.505178,pos,"New York, NY",5812,Dining,DIN,Dining - Restaurants,DIN-RES,Dining - Restaurants - Casual,DIN-RES-CAS
TXN_20241121_003975,VFS STORE,473.66,USD,2024-11-26T19:12:52.505178,online,,9399,Travel,TRV,Travel - International,TRV-INT,Travel - International - Visa,TRV-INT-VIS
TXN_20241121_007484,SCHOOL,4098.5,EUR,2024-11-26T19:18:17.505178,atm,"San Antonio, TX",8211,Education,EDU,Education - Tuition,EDU-TUI,Education - Tuition - School,EDU-TUI-SCH
